Mangic	Mangic	**hv:Sidwell:Austroasiatic:2015**:169-172
kwx	kwx	**e:Crooke:Kharwar**
frc	frc	**s:Motapanyane:Acadian**
Kamara-Hanga	Kamara-Hanga	**s:Naden:Kamara-Larabanga**
Polynesian	Polynesian	**hv:Wilson:East-Polynesians**
Anatolian	Anatolian	**hv:Melchert:Anatolian**
xxr	xxr	**hv:Ramirez:Koropo**
mcl	mcl	**hvw:Ortiz:Colombia**:133
Tsezic	Tsezic	**w:ComrieKhalilov:Bezhta**:415
Meso Melanesian linkage	Meso Melanesian linkage	**hv:Ross:WMelanesia**:257-314
Njerup	Njerup	**s:ConnellZeitlyn:Njerep**
xxb	xxb	**hvtyp:Heine:Togorest**:300
Yuin	Yuin	**hvw:Waferetal:New-South-Wales** **hv:BowernAtkinson:Pama-Nyungan**
Yasa-Kombe	Yasa-Kombe	**h:Guthrie:Bantu-Western**
Mixe-Zoque	Mixe-Zoque	**ld:Wichmann:Ulterior-Mixe**
Morom-Jaya-Naba	Morom-Jaya-Naba	**hwsoc:Bombay:Bayo-Morbo-Morom-Bolong**
gnu	gnu	**hv:Laycock:Sepik**
slt	slt	**hel:Bradley:EAsia**:365
Manamic linkage	Manamic linkage	**g:Lichtenberk:Manam**:2 **hv:Ross:WMelanesia**:120-132, 418
aip	aip	**hvw:Wilbrink:Kopkaka**
Mabuso	Mabuso	**hw:Zgraggen:Mabuso**
gnb	gnb	**hv:Bradley:Tibeto-Burman**:90
gnc	gnc	**hv:Kossmann:Proto-Berbere**:32-33
aih	aih	**phonv:LinJianxin:Ai-Cham**
Bikwin-Jen	Bikwin-Jen	**hvld:Kleinewillinghofer:Adamawa**
sle	sle	**g:Gowda:Soliga**
haw	haw	**hv:Wilson:Tuamotuan**
gnl	gnl	**hv:Sutton:Gugu-Badhun**:44 **s:Terrill:Biri**:1-4
aib	aib	**s:Lee-Smith:Ejnu**
Bhil	Bhil	**hvwt:Grierson:9:III**
NOCODE_Vili	NOCODE_Vili	**hv:Alewijnseetal:Gabon**
smh	smh	**hsoc:Bradley:Sanie**
Chatino	Chatino	**g:Sullivant:Tataltepec**:8-14
Lahoid	Lahoid	**hvw:Lama:Nisoic**:157-160
Yidgha-Munja	Yidgha-Munja	**hv:Wendtland:Pamir**
Central Eastern Polynesian	Central Eastern Polynesian	**hv:Walworth:Eastern-Polynesian**
Meso-Cordilleran	Meso-Cordilleran	**hv:Himes:Meso-Cordilleran**
Timbe-Selepet-Komba	Timbe-Selepet-Komba	**hvw:McElhanon:Huon**
Nimboranic	Nimboranic	**hvld:Voorhoeve:CWTNG**:421
NOCODE_Yarli	NOCODE_Yarli	**hvw:HercusAustin:Yarli:2004**
NOCODE_Dyarim	NOCODE_Dyarim	**w:Blench:Dyarim**
Western Romance	Western Romance	**hv:Agard:Romance**:80-83
Bororoan	Bororoan	**hvw:Camargos:Bororo**
Asmat-Awyu-Ok	Asmat-Awyu-Ok	**hv:Voorhoeve:Asmat-Kamoro-Awyu-Dumut-Ok**
nix	nix	**e:Thiry:Hema**
